sample	cluster	assembled	match	pct_id	ctg_cov	known_var	novel_var
SRX6602105	hmrM	yes	yes	99.64	54.1	no	yes
SRX6602106	Haemophilus_influenzae_PBP3	yes	yes	96.34	46.2	yes	yes
SRX6602106	LpsA	yes	yes	93.13	32.4	no	yes
SRX6602106	Pasteurella_multocida_16S	yes	yes	94.53	273.6	no	yes
SRX6602106	hmrM	yes	yes	98.14	51.9	no	yes
SRX6602107	Haemophilus_influenzae_PBP3	yes	yes	95.96	33.6	yes	yes
SRX6602107	LpsA	yes	yes	93.78	15.6	no	yes
SRX6602107	Pasteurella_multocida_16S	yes_nonunique	yes	95.17	281.5	no	yes
SRX6602107	hmrM	yes	yes	99.64	53.9	no	yes
SRX6602108	Haemophilus_influenzae_PBP3	yes	yes	96.34	35.8	yes	yes
SRX6602108	LpsA	yes	yes	93.13	28.2	no	yes
SRX6602108	Pasteurella_multocida_16S	yes_nonunique	yes	94.47	236.3	no	yes
SRX6602108	TEM_-	yes	yes	99.88	38.9	no	yes
SRX6602108	hmrM	yes	yes	98.14	43.0	no	yes
SRX6602109	Haemophilus_influenzae_PBP3	yes	yes	96.34	38.9	yes	yes
SRX6602109	LpsA	yes	yes	93.13	28.3	no	yes
SRX6602109	Pasteurella_multocida_16S	yes_nonunique	yes	94.53	300.3	no	yes
SRX6602109	TEM_-	yes	yes	99.88	470.5	no	yes
SRX6602109	hmrM	yes	yes	98.14	50.8	no	yes
SRX6602110	APH_3___Ia	yes	yes	100.0	55.5	no	no
SRX6602110	APH_3____Ib	yes	yes	99.88	27.7	no	yes
SRX6602110	APH_6__Id	yes	yes	99.88	27.5	no	yes
SRX6602110	Haemophilus_influenzae_PBP3	yes	yes	96.34	40.3	yes	yes
SRX6602110	LpsA	yes	yes	93.13	27.0	no	yes
SRX6602110	Pasteurella_multocida_16S	yes_nonunique	yes	94.53	265.6	no	yes
SRX6602110	TEM_-	yes	yes	99.77	41.8	no	yes
SRX6602110	hmrM	yes	yes	98.14	43.1	no	yes
SRX6602111	LpsA	yes	yes	98.31	50.2	no	yes
SRX6602111	Pasteurella_multocida_16S	yes_nonunique	yes	95.49	310.1	no	yes
SRX6602111	hmrM	yes	yes	97.49	47.5	no	yes
SRX6602112	Haemophilus_influenzae_PBP3	yes	yes	97.98	60.3	yes	yes
SRX6602112	Pasteurella_multocida_16S	yes_nonunique	yes	95.55	304.8	no	yes
SRX6602112	hmrM	yes	yes	94.48	31.3	no	yes
SRX6602113	LpsA	yes	yes	100.0	43.4	no	no
SRX6602113	Pasteurella_multocida_16S	yes	yes	95.69	527.3	no	yes
SRX6602113	hmrM	yes	yes	95.05	33.1	no	yes
SRX6602114	LpsA	yes	yes	94.03	19.5	no	yes
SRX6602114	Pasteurella_multocida_16S	yes_nonunique	yes	95.44	427.7	no	yes
SRX6602114	hmrM	yes	yes	94.48	24.7	no	yes
SRX6602115	Haemophilus_influenzae_PBP3	yes	yes	96.34	41.3	yes	yes
SRX6602115	LpsA	yes	yes	93.13	26.5	no	yes
SRX6602115	Pasteurella_multocida_16S	yes_nonunique	yes	94.53	317.5	no	yes
SRX6602115	TEM_-	yes	yes	99.88	39.6	no	yes
SRX6602115	hmrM	yes	yes	98.14	44.7	no	yes
SRX6602116	Haemophilus_influenzae_PBP3	yes	yes	96.13	43.2	yes	yes
SRX6602116	LpsA	yes	yes	93.39	28.4	no	yes
SRX6602116	Pasteurella_multocida_16S	yes_nonunique	yes	94.92	263.1	no	yes
SRX6602116	hmrM	yes	yes	96.13	33.8	no	yes
SRX6602117	LpsA	yes	yes	98.31	53.9	no	yes
SRX6602117	Pasteurella_multocida_16S	yes	yes	95.49	207.4	no	yes
SRX6602117	hmrM	yes	yes	97.49	48.0	no	yes
SRX6602118	Pasteurella_multocida_16S	yes_nonunique	yes	95.36	301.2	no	yes
SRX6602118	hmrM	yes	yes	94.41	24.5	no	yes
SRX6602119	LpsA	yes	yes	98.44	54.6	no	yes
SRX6602119	Pasteurella_multocida_16S	yes_nonunique	yes	95.49	323.0	no	yes
SRX6602119	hmrM	yes	yes	96.34	38.9	no	yes
SRX6602120	LpsA	yes	yes	94.03	20.2	no	yes
SRX6602120	Pasteurella_multocida_16S	yes_nonunique	yes	95.44	307.2	no	yes
SRX6602120	hmrM	yes	yes	94.48	27.7	no	yes
SRX6602121	LpsA	yes	yes	99.61	55.9	no	no
SRX6602121	Pasteurella_multocida_16S	yes_nonunique	yes	95.69	324.6	no	yes
SRX6602121	hmrM	yes	yes	94.55	30.1	no	yes
SRX6602122	LpsA	yes	yes	99.61	51.7	no	no
SRX6602122	Pasteurella_multocida_16S	yes_nonunique	yes	95.62	267.1	no	yes
SRX6602122	hmrM	yes	yes	94.55	33.1	no	yes
SRX6602123	Haemophilus_influenzae_PBP3	yes	yes	95.96	41.8	yes	yes
SRX6602123	LpsA	yes	yes	93.78	16.3	no	yes
SRX6602123	Pasteurella_multocida_16S	yes_nonunique	yes	95.17	256.6	no	yes
SRX6602123	hmrM	yes	yes	99.64	45.6	no	yes
SRX6602124	Pasteurella_multocida_16S	yes_nonunique	yes	95.43	259.2	no	yes
SRX6602124	TEM_-	yes	yes	99.88	48.8	no	yes
SRX6602124	hmrM	yes	yes	94.48	31.4	no	yes
SRX6602125	LpsA	yes	yes	99.48	35.5	no	yes
SRX6602125	Pasteurella_multocida_16S	yes	yes	95.62	420.7	no	yes
SRX6602125	hmrM	yes	yes	94.55	25.4	no	yes
SRX6602126	LpsA	yes	yes	97.61	39.8	no	yes
SRX6602126	Pasteurella_multocida_16S	yes_nonunique	yes	95.43	280.3	no	yes
SRX6602126	TEM_-	yes	yes	99.88	45.6	no	yes
SRX6602126	hmrM	yes	yes	99.93	57.5	no	yes
SRX6602127	LpsA	yes	yes	98.31	60.2	no	yes
SRX6602127	Pasteurella_multocida_16S	yes	yes	95.49	260.4	no	yes
SRX6602127	hmrM	yes	yes	97.49	48.5	no	yes
SRX6602128	LpsA	yes	yes	98.31	57.0	no	yes
SRX6602128	Pasteurella_multocida_16S	yes	yes	95.49	262.5	no	yes
SRX6602128	hmrM	yes	yes	97.49	41.1	no	yes
SRX6602129	Pasteurella_multocida_16S	yes_nonunique	yes	95.49	412.7	no	yes
SRX6602129	hmrM	yes	yes	97.78	46.9	no	yes
SRX6602130	Haemophilus_influenzae_PBP3	yes	yes	96.34	51.5	yes	yes
SRX6602130	LpsA	yes	yes	93.13	32.7	no	yes
SRX6602130	Pasteurella_multocida_16S	yes_nonunique	yes	94.47	238.2	no	yes
SRX6602130	hmrM	yes	yes	98.14	49.2	no	yes
SRX6602131	Haemophilus_influenzae_PBP3	yes	yes	97.71	57.2	yes	yes
SRX6602131	LpsA	yes	yes	98.83	61.1	no	yes
SRX6602131	Pasteurella_multocida_16S	yes_nonunique	yes	95.43	294.0	no	yes
SRX6602131	hmrM	yes	yes	94.48	31.1	no	yes
SRX6602132	Haemophilus_influenzae_PBP3	yes	yes	95.96	40.2	yes	yes
SRX6602132	LpsA	yes	yes	93.78	17.8	no	yes
SRX6602132	Pasteurella_multocida_16S	yes_nonunique	yes	95.17	211.7	no	yes
SRX6602132	hmrM	yes	yes	99.64	59.2	no	yes
SRX6602133	Haemophilus_influenzae_PBP3	yes	yes	95.09	46.4	yes	yes
SRX6602133	Pasteurella_multocida_16S	yes_nonunique	yes	95.62	209.2	no	yes
SRX6602133	TEM_-	yes_nonunique	yes	99.88	939.0	no	yes
SRX6602133	hmrM	yes	yes	96.77	35.1	no	yes
SRX6602134	Haemophilus_influenzae_PBP3	yes	yes	96.29	43.3	yes	yes
SRX6602134	LpsA	yes	yes	94.05	20.5	no	yes
SRX6602134	Pasteurella_multocida_16S	yes_nonunique	yes	95.49	294.8	no	yes
SRX6602134	TEM_-	yes	yes	99.88	42.0	no	yes
SRX6602134	hmrM	yes	yes	94.48	28.6	no	yes
SRX6602135	Haemophilus_influenzae_PBP3	yes	yes	95.96	41.7	yes	yes
SRX6602135	LpsA	yes	yes	93.78	19.3	no	yes
SRX6602135	Pasteurella_multocida_16S	yes_nonunique	yes	95.17	243.8	no	yes
SRX6602135	hmrM	yes	yes	99.64	55.6	no	yes
SRX6602136	Haemophilus_influenzae_PBP3	yes	yes	93.62	30.3	yes	yes
SRX6602136	LpsA	yes	yes	98.83	60.4	no	yes
SRX6602136	Pasteurella_multocida_16S	yes_nonunique	yes	95.43	310.1	no	yes
SRX6602136	hmrM	yes	yes	94.48	31.7	no	yes
SRX6602137	Pasteurella_multocida_16S	yes_nonunique	yes	95.49	325.4	no	yes
SRX6602137	hmrM	yes	yes	94.19	23.5	no	yes
SRX6602138	LpsA	yes	yes	100.0	46.2	no	no
SRX6602138	Pasteurella_multocida_16S	yes_nonunique	yes	95.49	503.0	no	yes
SRX6602138	hmrM	yes	yes	94.48	28.1	no	yes
SRX6602139	LpsA	yes	yes	99.61	46.7	no	no
SRX6602139	Pasteurella_multocida_16S	yes_nonunique	yes	95.75	390.1	no	yes
SRX6602139	hmrM	yes	yes	94.55	35.4	no	yes
SRX6602140	LpsA	yes	yes	99.61	27.7	no	no
SRX6602140	Pasteurella_multocida_16S	yes_nonunique	yes	95.37	518.3	no	yes
SRX6602140	hmrM	yes	yes	99.93	67.4	no	yes
SRX6602141	APH_3____Ib	yes	yes	99.88	89.1	no	yes
SRX6602141	APH_6__Id	yes	yes	99.88	39.3	no	yes
SRX6602141	Pasteurella_multocida_16S	yes_nonunique	yes	95.43	284.4	no	yes
SRX6602141	TEM_-	yes_nonunique	yes	99.88	109.4	no	yes
SRX6602141	hmrM	yes	yes	94.41	26.0	no	yes
SRX6602141	sul2	yes	yes	100.0	34.3	no	no
SRX6602141	tet_B_	yes	yes	99.83	54.0	no	yes
SRX6602142	LpsA	yes	yes	94.22	11.6	no	yes
SRX6602142	Pasteurella_multocida_16S	yes_nonunique	yes	95.2	603.8	no	yes
SRX6602142	hmrM	yes	yes	97.42	42.6	no	yes
SRX6602143	Pasteurella_multocida_16S	yes_nonunique	yes	94.98	349.4	no	yes
SRX6602143	hmrM	yes	yes	98.71	55.5	no	yes
SRX6602144	LpsA	yes	yes	98.44	49.5	no	yes
SRX6602144	Pasteurella_multocida_16S	yes_nonunique	yes	95.55	373.6	no	yes
SRX6602144	hmrM	yes	yes	94.48	24.0	no	yes
SRX6602145	LpsA	yes	yes	94.22	15.5	no	yes
SRX6602145	Pasteurella_multocida_16S	yes_nonunique	yes	95.47	504.0	no	yes
SRX6602145	hmrM	yes	yes	94.48	28.3	no	yes
SRX6602146	Haemophilus_influenzae_PBP3	yes	yes	96.67	54.5	yes	yes
SRX6602146	Pasteurella_multocida_16S	yes_nonunique	yes	95.57	336.7	no	yes
SRX6602146	hmrM	yes	yes	94.91	37.0	no	yes
SRX6602147	Haemophilus_influenzae_PBP3	yes	yes	96.67	47.7	yes	yes
SRX6602147	Pasteurella_multocida_16S	yes_nonunique	yes	95.57	359.1	no	yes
SRX6602147	hmrM	yes	yes	94.91	30.4	no	yes
SRX6602148	Pasteurella_multocida_16S	yes_nonunique	yes	95.36	408.7	no	yes
SRX6602148	hmrM	yes	yes	94.19	27.0	no	yes
SRX6602149	Haemophilus_influenzae_PBP3	yes	yes	95.96	37.0	yes	yes
SRX6602149	LpsA	yes	yes	93.78	13.7	no	yes
SRX6602149	Pasteurella_multocida_16S	yes_nonunique	yes	95.17	221.4	no	yes
SRX6602149	hmrM	yes	yes	99.64	51.9	no	yes
SRX6602150	LpsA	yes	yes	98.96	53.2	no	yes
SRX6602150	Pasteurella_multocida_16S	yes	yes	95.57	276.5	no	yes
SRX6602150	hmrM	yes	yes	97.92	43.5	no	yes
SRX6602151	Haemophilus_influenzae_PBP3	yes	yes	96.34	47.1	yes	yes
SRX6602151	LpsA	yes	yes	93.13	27.6	no	yes
SRX6602151	Pasteurella_multocida_16S	yes_nonunique	yes	94.47	288.1	no	yes
SRX6602151	hmrM	yes	yes	98.14	41.2	no	yes
SRX6602152	LpsA	yes	yes	98.31	50.5	no	yes
SRX6602152	Pasteurella_multocida_16S	yes	yes	95.43	304.7	no	yes
SRX6602152	hmrM	yes	yes	94.41	27.4	no	yes
SRX6602153	Haemophilus_influenzae_PBP3	yes	yes	96.34	40.1	yes	yes
SRX6602153	LpsA	yes	yes	93.13	34.4	no	yes
SRX6602153	Pasteurella_multocida_16S	yes_nonunique	yes	94.53	292.4	no	yes
SRX6602153	TEM_-	yes	yes	99.88	41.0	no	yes
SRX6602153	hmrM	yes	yes	98.14	50.5	no	yes
SRX6602154	Pasteurella_multocida_16S	yes_nonunique	yes	95.62	320.2	no	yes
SRX6602154	hmrM	yes	yes	98.71	52.1	no	yes
SRX6602155	Haemophilus_influenzae_PBP3	yes	yes	96.34	42.7	yes	yes
SRX6602155	LpsA	yes	yes	93.13	26.5	no	yes
SRX6602155	Pasteurella_multocida_16S	yes_nonunique	yes	94.53	280.5	no	yes
SRX6602155	hmrM	yes	yes	98.14	43.1	no	yes
SRX6602156	LpsA	yes	yes	94.18	21.0	no	yes
SRX6602156	Pasteurella_multocida_16S	yes_nonunique	yes	95.48	256.3	no	yes
SRX6602156	TEM_-	yes	yes	99.77	32.9	no	yes
SRX6602156	hmrM	yes	yes	94.48	25.9	no	yes
SRX6602157	Haemophilus_influenzae_PBP3	yes	yes	95.96	44.4	yes	yes
SRX6602157	LpsA	yes	yes	93.78	13.1	no	yes
SRX6602157	Pasteurella_multocida_16S	yes	yes	95.17	325.9	no	yes
SRX6602157	hmrM	yes	yes	97.56	51.1	no	yes
SRX6602158	Pasteurella_multocida_16S	yes_nonunique	yes	95.55	244.1	no	yes
SRX6602158	TEM_-	yes	yes	99.88	44.4	no	yes
SRX6602158	hmrM	yes	yes	94.55	31.1	no	yes
SRX6602159	Pasteurella_multocida_16S	yes_nonunique	yes	95.55	232.8	no	yes
SRX6602159	hmrM	yes	yes	94.55	28.5	no	yes
SRX6602160	LpsA	yes	yes	94.03	24.5	no	yes
SRX6602160	Pasteurella_multocida_16S	yes_nonunique	yes	95.43	285.4	no	yes
SRX6602160	hmrM	yes	yes	94.48	27.1	no	yes
SRX6602161	LpsA	yes	yes	98.44	49.0	no	yes
SRX6602161	Pasteurella_multocida_16S	yes_nonunique	yes	95.55	264.1	no	yes
SRX6602161	hmrM	yes	yes	94.48	29.8	no	yes
SRX6602162	Haemophilus_influenzae_PBP3	yes	yes	96.34	41.3	yes	yes
SRX6602162	LpsA	yes	yes	93.13	26.4	no	yes
SRX6602162	Pasteurella_multocida_16S	yes_nonunique	yes	94.53	286.6	no	yes
SRX6602162	hmrM	yes	yes	98.14	47.4	no	yes
SRX6602163	LpsA	yes	yes	98.31	65.0	no	yes
SRX6602163	Pasteurella_multocida_16S	yes_nonunique	yes	95.43	255.1	no	yes
SRX6602163	hmrM	yes	yes	96.63	45.8	no	yes
SRX6602164	LpsA	yes	yes	94.22	20.6	no	yes
SRX6602164	Pasteurella_multocida_16S	yes_nonunique	yes	95.57	250.0	no	yes
SRX6602164	hmrM	yes	yes	97.42	46.3	no	yes
SRX6602165	Haemophilus_influenzae_PBP3	yes	yes	96.34	37.1	yes	yes
SRX6602165	LpsA	yes	yes	93.13	25.8	no	yes
SRX6602165	Pasteurella_multocida_16S	yes	yes	94.53	209.3	no	yes
SRX6602165	hmrM	yes	yes	98.14	45.7	no	yes
SRX6602166	Haemophilus_influenzae_PBP3	yes	yes	95.96	38.2	yes	yes
SRX6602166	LpsA	yes	yes	93.78	17.5	no	yes
SRX6602166	Pasteurella_multocida_16S	yes	yes	95.17	308.7	no	yes
SRX6602166	hmrM	yes	yes	99.64	50.2	no	yes
SRX6602167	LpsA	yes	yes	94.22	25.7	no	yes
SRX6602167	Pasteurella_multocida_16S	yes_nonunique	yes	95.57	287.1	no	yes
SRX6602167	hmrM	yes	yes	97.42	48.5	no	yes
SRX6602168	Haemophilus_influenzae_PBP3	yes	yes	95.96	47.8	yes	yes
SRX6602168	LpsA	yes	yes	93.78	14.0	no	yes
SRX6602168	Pasteurella_multocida_16S	yes_nonunique	yes	95.24	516.0	no	yes
SRX6602168	hmrM	yes	yes	99.64	51.1	no	yes
SRX6602169	Haemophilus_influenzae_PBP3	yes	yes	96.34	46.5	yes	yes
SRX6602169	LpsA	yes	yes	93.13	29.1	no	yes
SRX6602169	Pasteurella_multocida_16S	yes_nonunique	yes	94.47	257.8	no	yes
SRX6602169	hmrM	yes	yes	98.14	45.3	no	yes
SRX6602170	Haemophilus_influenzae_PBP3	yes	yes	96.34	34.5	yes	yes
SRX6602170	LpsA	yes	yes	93.13	30.7	no	yes
SRX6602170	Pasteurella_multocida_16S	yes_nonunique	yes	94.53	286.0	no	yes
SRX6602170	TEM_-	yes	yes	99.88	342.1	no	yes
SRX6602170	hmrM	yes	yes	98.14	45.7	no	yes
SRX6602171	LpsA	yes	yes	99.22	58.6	no	yes
SRX6602171	Pasteurella_multocida_16S	yes_nonunique	yes	95.68	278.5	no	yes
SRX6602171	hmrM	yes	yes	94.48	22.4	no	yes
SRX6602172	Haemophilus_influenzae_PBP3	yes	yes	96.34	38.1	yes	yes
SRX6602172	LpsA	yes	yes	93.13	29.5	no	yes
SRX6602172	Pasteurella_multocida_16S	yes	yes	94.53	223.7	no	yes
SRX6602172	TEM_-	yes	yes	99.88	47.8	no	yes
SRX6602172	hmrM	yes	yes	98.14	40.8	no	yes
SRX6602173	Haemophilus_influenzae_PBP3	yes	yes	95.96	38.5	yes	yes
SRX6602173	LpsA	yes	yes	93.78	16.5	no	yes
SRX6602173	Pasteurella_multocida_16S	yes_nonunique	yes	95.17	225.5	no	yes
SRX6602173	ROB_-	yes	yes	100.0	231.8	no	no
SRX6602173	hmrM	yes	yes	99.64	52.1	no	yes
SRX6602174	LpsA	yes	yes	98.57	56.2	no	yes
SRX6602174	Pasteurella_multocida_16S	yes_nonunique	yes	95.49	386.5	no	yes
SRX6602174	TEM_-	yes	yes	99.88	56.0	no	yes
SRX6602174	hmrM	yes	yes	94.7	31.8	no	yes
SRX6602175	LpsA	yes	yes	99.61	38.6	no	no
SRX6602175	Pasteurella_multocida_16S	yes_nonunique	yes	95.43	445.2	no	yes
SRX6602175	hmrM	yes	yes	99.93	59.9	no	yes
SRX6602176	LpsA	yes	yes	98.31	51.0	no	yes
SRX6602176	Pasteurella_multocida_16S	yes_nonunique	yes	95.43	230.5	no	yes
SRX6602176	TEM_-	yes	yes	99.88	41.7	no	yes
SRX6602176	hmrM	yes	yes	96.77	44.6	no	yes
SRX6602177	Haemophilus_influenzae_PBP3	yes	yes	95.96	42.8	yes	yes
SRX6602177	LpsA	yes	yes	93.78	19.8	no	yes
SRX6602177	Pasteurella_multocida_16S	yes_nonunique	yes	95.17	256.7	no	yes
SRX6602177	hmrM	yes	yes	99.64	58.4	no	yes
SRX6602178	Haemophilus_influenzae_PBP3	yes	yes	96.34	42.7	yes	yes
SRX6602178	LpsA	yes	yes	93.13	29.5	no	yes
SRX6602178	Pasteurella_multocida_16S	yes	yes	94.53	302.1	no	yes
SRX6602178	TEM_-	yes	yes	99.88	35.2	no	yes
SRX6602178	hmrM	yes	yes	98.14	47.4	no	yes
SRX6602179	Haemophilus_influenzae_PBP3	yes	yes	95.96	35.1	yes	yes
SRX6602179	LpsA	yes	yes	93.78	17.5	no	yes
SRX6602179	Pasteurella_multocida_16S	yes	yes	95.17	361.4	no	yes
SRX6602179	hmrM	yes	yes	97.56	43.0	no	yes
SRX6602180	Haemophilus_influenzae_PBP3	yes	yes	96.07	38.1	yes	yes
SRX6602180	LpsA	yes	yes	93.39	27.0	no	yes
SRX6602180	Pasteurella_multocida_16S	yes_nonunique	yes	94.92	279.0	no	yes
SRX6602180	hmrM	yes	yes	96.13	34.6	no	yes
SRX6602181	Haemophilus_influenzae_PBP3	yes	yes	96.67	45.5	yes	yes
SRX6602181	Pasteurella_multocida_16S	yes	yes	95.62	269.8	no	yes
SRX6602181	TEM_-	yes	yes	99.88	50.2	no	yes
SRX6602181	catII	yes	yes	99.69	40.4	no	yes
SRX6602181	hmrM	yes	yes	96.34	37.0	no	yes
SRX6602181	tet_B_	yes	yes	99.83	57.4	no	yes
SRX6602182	Haemophilus_influenzae_PBP3	yes	yes	96.34	40.0	yes	yes
SRX6602182	LpsA	yes	yes	93.13	27.7	no	yes
SRX6602182	Pasteurella_multocida_16S	yes_nonunique	yes	94.53	234.3	no	yes
SRX6602182	hmrM	yes	yes	98.14	45.7	no	yes
SRX6602183	Haemophilus_influenzae_PBP3	yes	yes	93.62	25.6	yes	yes
SRX6602183	LpsA	yes	yes	98.83	55.1	no	yes
SRX6602183	Pasteurella_multocida_16S	yes_nonunique	yes	95.43	271.0	no	yes
SRX6602183	hmrM	yes	yes	94.48	28.8	no	yes
SRX6602184	LpsA	yes	yes	99.22	52.1	no	yes
SRX6602184	Pasteurella_multocida_16S	yes_nonunique	yes	95.43	369.7	no	yes
SRX6602184	TEM_-	yes	yes	99.88	50.7	no	yes
SRX6602184	hmrM	yes	yes	94.7	25.9	no	yes
SRX6602185	Haemophilus_influenzae_PBP3	yes	yes	96.34	37.3	yes	yes
SRX6602185	LpsA	yes	yes	93.13	25.5	no	yes
SRX6602185	Pasteurella_multocida_16S	yes_nonunique	yes	94.47	217.6	no	yes
SRX6602185	hmrM	yes	yes	98.14	43.1	no	yes
SRX6602186	LpsA	yes	yes	98.31	58.1	no	yes
SRX6602186	Pasteurella_multocida_16S	yes_nonunique	yes	95.49	216.9	no	yes
SRX6602186	hmrM	yes	yes	97.49	37.1	no	yes
SRX6602187	Haemophilus_influenzae_PBP3	yes	yes	96.62	51.1	yes	yes
SRX6602187	LpsA	yes	yes	96.28	27.0	no	yes
SRX6602187	Pasteurella_multocida_16S	yes_nonunique	yes	95.49	278.7	no	yes
SRX6602187	TEM_-	yes	yes	99.88	41.9	no	yes
SRX6602187	hmrM	yes	yes	94.48	23.1	no	yes
SRX6602188	LpsA	yes	yes	99.61	48.1	no	no
SRX6602188	Pasteurella_multocida_16S	yes_nonunique	yes	95.75	332.2	no	yes
SRX6602188	hmrM	yes	yes	94.55	33.5	no	yes
SRX6602189	Haemophilus_influenzae_PBP3	yes	yes	96.34	41.7	yes	yes
SRX6602189	LpsA	yes	yes	93.13	24.3	no	yes
SRX6602189	Pasteurella_multocida_16S	yes_nonunique	yes	94.53	330.5	no	yes
SRX6602189	hmrM	yes	yes	98.14	48.0	no	yes
SRX6602190	Pasteurella_multocida_16S	yes_nonunique	yes	95.56	230.4	no	yes
SRX6602190	TEM_-	yes	yes	99.88	44.8	no	yes
SRX6602190	hmrM	yes	yes	94.55	28.3	no	yes
SRX6602191	Pasteurella_multocida_16S	yes_nonunique	yes	95.36	174.6	no	yes
SRX6602191	hmrM	yes	yes	99.71	50.1	no	yes
SRX6602192	Haemophilus_influenzae_PBP3	yes	yes	96.34	39.6	yes	yes
SRX6602192	LpsA	yes	yes	93.13	30.2	no	yes
SRX6602192	Pasteurella_multocida_16S	yes_nonunique	yes	94.47	234.9	no	yes
SRX6602192	hmrM	yes	yes	98.14	48.7	no	yes
SRX6602193	Haemophilus_influenzae_PBP3	yes	yes	95.96	41.4	yes	yes
SRX6602193	LpsA	yes	yes	93.78	21.1	no	yes
SRX6602193	Pasteurella_multocida_16S	yes	yes	95.17	226.8	no	yes
SRX6602193	hmrM	yes	yes	99.64	50.1	no	yes
SRX6602194	LpsA	yes	yes	99.61	45.9	no	no
SRX6602194	Pasteurella_multocida_16S	yes_nonunique	yes	95.69	450.2	no	yes
SRX6602194	hmrM	yes_nonunique	yes	94.48	31.1	no	yes
SRX6602195	LpsA	yes	yes	98.05	50.9	no	yes
SRX6602195	Pasteurella_multocida_16S	yes	yes	95.49	396.9	no	yes
SRX6602195	hmrM	yes	yes	94.48	33.7	no	yes
SRX6602196	Pasteurella_multocida_16S	yes_nonunique	yes	95.36	304.3	no	yes
SRX6602196	TEM_-	yes	yes	99.88	295.0	no	yes
SRX6602196	hmrM	yes	yes	94.19	25.7	no	yes
SRX6602197	Haemophilus_influenzae_PBP3	yes	yes	95.96	42.2	yes	yes
SRX6602197	LpsA	yes	yes	93.78	20.1	no	yes
SRX6602197	Pasteurella_multocida_16S	yes_nonunique	yes	95.24	424.1	no	yes
SRX6602197	hmrM	yes	yes	99.28	47.8	no	yes
SRX6602198	Pasteurella_multocida_16S	yes_nonunique	yes	95.55	286.0	no	yes
SRX6602198	TEM_-	yes	yes	99.88	296.0	no	yes
SRX6602198	hmrM	yes	yes	94.55	27.0	no	yes
SRX6602199	Pasteurella_multocida_16S	yes	yes	95.55	369.7	no	yes
SRX6602199	hmrM	yes	yes	96.77	50.4	no	yes
SRX6602200	LpsA	yes	yes	99.61	32.3	no	no
SRX6602200	Pasteurella_multocida_16S	yes_nonunique	yes	95.81	443.8	no	yes
SRX6602200	hmrM	yes	yes	97.2	46.7	no	yes
SRX6602201	Pasteurella_multocida_16S	yes_nonunique	yes	95.43	297.2	no	yes
SRX6602201	hmrM	yes	yes	94.48	27.6	no	yes
SRX6602202	LpsA	yes	yes	93.78	15.6	no	yes
SRX6602202	Pasteurella_multocida_16S	yes_nonunique	yes	95.43	286.7	no	yes
SRX6602202	hmrM	yes	yes	94.27	26.4	no	yes
SRX6602203	Haemophilus_influenzae_PBP3	yes	yes	95.96	36.6	yes	yes
SRX6602203	LpsA	yes	yes	93.78	14.6	no	yes
SRX6602203	Pasteurella_multocida_16S	yes_nonunique	yes	95.17	323.5	no	yes
SRX6602203	hmrM	yes	yes	99.64	44.0	no	yes
SRX6602204	LpsA	yes	yes	99.61	41.1	no	no
SRX6602204	Pasteurella_multocida_16S	yes_nonunique	yes	95.75	353.4	no	yes
SRX6602204	hmrM	yes_nonunique	yes	94.55	28.0	no	yes
SRX6602205	LpsA	yes	yes	94.44	22.3	no	yes
SRX6602205	Pasteurella_multocida_16S	yes_nonunique	yes	95.44	287.5	no	yes
SRX6602205	hmrM	yes	yes	94.48	32.8	no	yes
SRX6602206	Haemophilus_influenzae_PBP3	yes	yes	96.29	55.7	yes	yes
SRX6602206	LpsA	yes	yes	94.05	17.1	no	yes
SRX6602206	Pasteurella_multocida_16S	yes_nonunique	yes	95.49	401.6	no	yes
SRX6602206	hmrM	yes	yes	94.48	34.4	no	yes
SRX6602207	Haemophilus_influenzae_PBP3	yes	yes	96.13	40.1	yes	yes
SRX6602207	Pasteurella_multocida_16S	yes	yes	94.92	327.1	no	yes
SRX6602207	hmrM	yes	yes	96.13	34.6	no	yes
SRX6602208	LpsA	yes	yes	99.61	46.2	no	no
SRX6602208	Pasteurella_multocida_16S	yes_nonunique	yes	95.75	423.4	no	yes
SRX6602208	hmrM	yes	yes	94.55	33.9	no	yes
SRX6602209	LpsA	yes	yes	99.48	42.0	no	yes
SRX6602209	Pasteurella_multocida_16S	yes_nonunique	yes	95.49	342.8	no	yes
SRX6602209	hmrM	yes	yes	94.34	30.4	no	yes
SRX6602210	LpsA	yes	yes	99.61	36.9	no	no
SRX6602210	Pasteurella_multocida_16S	yes_nonunique	yes	95.75	441.0	no	yes
SRX6602210	hmrM	yes	yes	94.48	32.2	no	yes
SRX6602211	LpsA	yes	yes	98.31	40.2	no	yes
SRX6602211	Pasteurella_multocida_16S	yes	yes	95.49	319.7	no	yes
SRX6602211	TEM_-	yes	yes	99.88	430.0	no	yes
SRX6602211	hmrM	yes	yes	97.49	45.6	no	yes
SRX6602212	Haemophilus_influenzae_PBP3	yes	yes	95.96	53.6	yes	yes
SRX6602212	LpsA	yes	yes	93.78	15.8	no	yes
SRX6602212	Pasteurella_multocida_16S	yes_nonunique	yes	95.17	432.2	no	yes
SRX6602212	hmrM	yes	yes	99.64	64.0	no	yes
SRX6602213	Haemophilus_influenzae_PBP3	yes	yes	97.98	59.9	yes	yes
