query	reference	ani	mapped_fragments	total_fragments
ERX3448911	GA81666	97.1392	538	581
SRX6602273	GA81666	97.1392	540	581
ERX101221	GA81666	97.1388	535	570
ERX3291242	GA81666	97.1388	535	573
ERX3291434	GA81666	97.1388	542	599
ERX3332095	GA81666	97.1388	547	585
ERX3332188	GA81666	97.1388	507	542
ERX3434743	GA81666	97.1388	547	605
ERX2260894	GA81666	97.1387	534	566
ERX3332197	GA81666	97.1387	537	588
ERX3332480	GA81666	97.1387	527	569
ERX3291419	GA81666	97.1386	541	598
ERX101228	GA81666	97.1385	536	590
ERX3291095	GA81666	97.1385	552	604
ERX3332065	GA81666	97.1384	545	598
ERX2260778	GA81666	97.1383	533	577
ERX3291039	GA81666	97.1383	535	574
ERX3291442	GA81666	97.1381	547	589
ERX3291502	GA81666	97.138	520	552
SRX1081797	GA81666	97.1379	539	588
ERX3291505	GA81666	97.1377	543	580
ERX3332740	GA81666	97.1376	544	595
GCF_002966735	GA81666	97.1375	556	604
ERX3462132	GA81666	97.1372	520	560
ERX2260887	GA81666	97.1371	533	578
ERX3462039	GA81666	97.1371	537	581
ERX2803943	GA81666	97.137	530	584
ERX3291234	GA81666	97.137	536	572
ERX3332273	GA81666	97.137	558	614
ERX3434765	GA81666	97.1369	546	591
ERX3331966	GA81666	97.1368	533	572
ERX3332783	GA81666	97.1366	546	595
ERX2804018	GA81666	97.1364	525	563
ERX3332339	GA81666	97.1361	562	622
ERX101253	GA81666	97.136	541	576
ERX3291417	GA81666	97.1359	544	601
ERX3434963	GA81666	97.1359	521	562
ERX3291243	GA81666	97.1358	537	580
ERX3448726	GA81666	97.1358	524	574
ERX3914241	GA81666	97.1355	545	582
ERX3434798	GA81666	97.1353	523	575
ERX3434854	GA81666	97.1352	547	635
ERX2260849	GA81666	97.1351	531	575
SRX6601954	GA81666	97.1351	548	580
ERX3291350	GA81666	97.1349	534	568
ERX3435039	GA81666	97.1349	525	594
ERX2260913	GA81666	97.1348	557	610
ERX3434464	GA81666	97.1347	551	617
ERX3332307	GA81666	97.1345	526	564
ERX3332650	GA81666	97.134	536	574
ERX3435037	GA81666	97.1339	551	594
ERX2803967	GA81666	97.1338	539	597
ERX3291232	GA81666	97.1337	524	559
ERX3332155	GA81666	97.1336	540	576
ERX3291390	GA81666	97.1332	540	584
ERX3332136	GA81666	97.1332	529	586
ERX3332451	GA81666	97.1332	544	583
SRX6601799	GA81666	97.133	551	609
ERX3331998	GA81666	97.1328	541	601
SRX9513834	GA81666	97.1328	513	544
SRX1715119	GA81666	97.1327	538	593
ERX3434921	GA81666	97.1326	549	599
GA56558	GA81666	97.1325	541	582
ERX2804029	GA81666	97.1324	537	573
ERX2260941	GA81666	97.1322	548	603
ERX3332082	GA81666	97.1322	561	615
SRX6602141	GA81666	97.132	553	650
ERX3332131	GA81666	97.1319	530	567
ERX3914263	GA81666	97.1318	549	600
ERX101203	GA81666	97.1317	533	566
ERX3435504	GA81666	97.1314	557	615
ERX3291460	GA81666	97.1313	505	542
ERX3434413	GA81666	97.1312	546	582
SRX1081794	GA81666	97.1312	552	592
ERX3434869	GA81666	97.1311	547	614
ERX2803998	GA81666	97.1309	545	609
ERX3434888	GA81666	97.1308	549	597
SRX6602268	GA81666	97.1307	539	589
ERX3332649	GA81666	97.1305	543	587
ERX3331989	GA81666	97.1303	508	544
ERX3462221	GA81666	97.1303	548	597
ERX3332681	GA81666	97.1301	533	564
ERX3434514	GA81666	97.1298	554	614
ERX3332628	GA81666	97.1297	550	589
ERX2260809	GA81666	97.1296	540	580
ERX3332296	GA81666	97.1296	537	569
ERX4159224	GA81666	97.1296	543	580
ERX101213	GA81666	97.1294	532	581
ERX3462142	GA81666	97.1294	552	600
ERX3602236	GA81666	97.1294	545	582
GCF_003425505	GA81666	97.1294	570	671
SRX6601719	GA81666	97.1294	543	619
ERX2804047	GA81666	97.1292	536	567
ERX3291448	GA81666	97.1292	543	580
ERX3448867	GA81666	97.1292	532	592
ERX3332785	GA81666	97.1289	516	547
ERX3434813	GA81666	97.1287	546	591
SRX6601818	GA81666	97.1284	544	598
ERX2260827	GA81666	97.1282	543	615
ERX3291126	GA81666	97.1282	545	587
ERX3291167	GA81666	97.1281	506	539
ERX3332535	GA81666	97.128	463	487
ERX3914134	GA81666	97.1279	547	587
ERX3462235	GA81666	97.1278	522	554
ERX3602161	GA81666	97.1278	557	617
ERX2260931	GA81666	97.1273	532	567
GA60320	GA81666	97.1273	546	623
ERX3291451	GA81666	97.1272	549	585
GA58697	GA81666	97.1272	542	578
ERX3435705	GA81666	97.1271	548	583
ERX3448734	GA81666	97.1271	547	580
SRX6602028	GA81666	97.1269	547	606
ERX3291146	GA81666	97.1268	541	581
ERX3332194	GA81666	97.1267	525	565
ERX3914380	GA81666	97.1264	550	598
SRX6601773	GA81666	97.1263	547	609
SRX7845456	GA81666	97.1263	545	601
ERX2579113	GA81666	97.1262	563	624
ERX3291078	GA81666	97.1261	552	603
SRX1715128	GA81666	97.1261	542	595
ERX3435512	GA81666	97.126	544	588
ERX2260923	GA81666	97.1259	543	601
ERX3434052	GA81666	97.1257	526	594
ERX3434459	GA81666	97.1256	544	599
ERX3434147	GA81666	97.1255	549	595
GCF_002966675	GA81666	97.1255	563	607
ERX3434821	GA81666	97.1253	542	582
SRX6601681	GA81666	97.1253	546	582
ERX2579067	GA81666	97.1251	546	596
ERX3332690	GA81666	97.1251	528	566
ERX3332345	GA81666	97.125	565	624
ERX3448729	GA81666	97.125	555	597
ERX3291345	GA81666	97.1249	531	565
ERX3332291	GA81666	97.1247	545	599
GA78442	GA81666	97.1247	547	609
ERX3434910	GA81666	97.1246	545	612
ERX3434690	GA81666	97.1243	539	603
ERX3332420	GA81666	97.1241	541	580
ERX4159233	GA81666	97.1241	543	611
ERX3291160	GA81666	97.124	543	588
ERX3602232	GA81666	97.124	543	645
SRX6601648	GA81666	97.124	552	609
ERX3434134	GA81666	97.1239	547	586
ERX3434815	GA81666	97.1238	521	562
ERX4159219	GA81666	97.1237	542	603
ERX3914366	GA81666	97.1236	555	597
ERX3291534	GA81666	97.1234	516	572
ERX3448871	GA81666	97.1232	553	619
ERX3434097	GA81666	97.123	547	629
ERX3434872	GA81666	97.1227	543	609
ERX3448863	GA81666	97.1227	548	597
SRX1715127	GA81666	97.1225	538	593
ERX3291138	GA81666	97.1224	537	578
ERX3434840	GA81666	97.1222	553	617
ERX3332118	GA81666	97.1221	550	591
GA71390	GA81666	97.122	544	595
ERX3291245	GA81666	97.1218	535	573
ERX3914164	GA81666	97.1217	524	556
ERX3434696	GA81666	97.1216	542	589
ERX3529873	GA81666	97.1216	539	580
ERX3435797	GA81666	97.1214	543	581
ERX3332439	GA81666	97.121	527	567
ERX3448801	GA81666	97.121	543	584
ERX3914310	GA81666	97.1208	539	581
GA83849	GA81666	97.1207	548	585
ERX3435083	GA81666	97.1206	520	561
SRX4551977	GA81666	97.1206	552	602
ERX2260800	GA81666	97.1202	541	585
GA79495	GA81666	97.12	540	577
ERX3332165	GA81666	97.1198	540	575
SRX6601675	GA81666	97.1196	564	605
GA79189	GA81666	97.1195	546	580
ERX3291293	GA81666	97.1194	537	590
ERX3291347	GA81666	97.1194	531	568
ERX3602231	GA81666	97.1194	546	602
ERX4159207	GA81666	97.1193	543	578
SRX6602119	GA81666	97.1193	551	597
ERX3332141	GA81666	97.1192	547	586
SRX6601752	GA81666	97.1192	554	594
ERX3433945	GA81666	97.1191	564	605
ERX3448806	GA81666	97.1191	549	625
SRX761777	GA81666	97.1191	545	594
ERX3434902	GA81666	97.1189	553	617
SRX6602046	GA81666	97.1189	548	602
ERX101239	GA81666	97.1185	541	590
ERX3435098	GA81666	97.1184	529	581
ERX3914260	GA81666	97.1182	527	572
ERX3291284	GA81666	97.1181	525	577
ERX3291343	GA81666	97.1181	398	413
ERX3291397	GA81666	97.1181	545	587
ERX2260763	GA81666	97.1178	531	586
ERX3332808	GA81666	97.1178	529	562
ERX3434990	GA81666	97.1176	548	582
SRX1081781	GA81666	97.1176	539	572
ERX3332369	GA81666	97.1175	535	574
ERX3332104	GA81666	97.1173	551	592
ERX3602175	GA81666	97.1173	546	596
ERX3448862	GA81666	97.1172	545	590
ERX3434777	GA81666	97.1171	552	595
ERX3914201	GA81666	97.1171	558	616
ERX3435153	GA81666	97.117	564	624
ERX3435536	GA81666	97.1169	556	615
ERX3434447	GA81666	97.1167	547	593
ERX3291040	GA81666	97.1161	533	572
ERX3434000	GA81666	97.1161	524	557
ERX3462150	GA81666	97.1161	546	595
ERX2260945	GA81666	97.116	559	626
ERX3434957	GA81666	97.116	541	589
ERX3435804	GA81666	97.116	557	615
ERX2260700	GA81666	97.1159	546	614
ERX3291239	GA81666	97.1159	541	576
ERX3291618	GA81666	97.1159	537	575
ERX2804000	GA81666	97.1158	535	583
SRX6601747	GA81666	97.1158	543	587
ERX3332334	GA81666	97.1157	536	570
ERX3332264	GA81666	97.1155	535	566
SRX4551940	GA81666	97.1154	548	602
ERX3448795	GA81666	97.1153	553	600
ERX3602169	GA81666	97.1152	542	602
ERX101238	GA81666	97.115	543	600
ERX3332654	GA81666	97.1148	539	581
ERX3291396	GA81666	97.1145	541	580
ERX3434036	GA81666	97.1145	546	591
SRX762287	GA81666	97.1145	536	569
ERX3435127	GA81666	97.114	523	568
ERX3434951	GA81666	97.1139	560	612
ERX3291125	GA81666	97.1137	532	579
ERX3434816	GA81666	97.1137	544	590
SRX7845442	GA81666	97.1137	541	580
ERX3291477	GA81666	97.1135	491	524
ERX3434697	GA81666	97.1134	548	584
ERX3435588	GA81666	97.1134	543	587
SRX7845453	GA81666	97.1126	545	599
GA78037	GA81666	97.1124	550	605
SRX6602217	GA81666	97.1124	548	601
ERX2803940	GA81666	97.1123	537	572
ERX3332363	GA81666	97.1123	512	544
ERX3434998	GA81666	97.1123	545	627
ERX3332311	GA81666	97.1121	552	590
SRX1715116	GA81666	97.1121	538	593
ERX2579118	GA81666	97.112	543	603
ERX3435802	GA81666	97.1119	555	590
GCF_003425585	GA81666	97.1119	556	613
ERX3434908	GA81666	97.1117	523	575
ERX3461953	GA81666	97.1117	566	619
SRX4551950	GA81666	97.1117	551	584
ERX2260875	GA81666	97.1116	540	596
ERX101210	GA81666	97.1115	540	593
ERX101254	GA81666	97.1114	535	573
ERX101218	GA81666	97.1113	536	585
ERX3332303	GA81666	97.1113	546	583
ERX3332590	GA81666	97.1113	528	580
ERX3434220	GA81666	97.1113	551	618
ERX3462130	GA81666	97.1112	544	592
ERX3970879	GA81666	97.1112	529	583
ERX2260697	GA81666	97.1111	527	578
ERX3332123	GA81666	97.1111	541	586
SRX6601614	GA81666	97.1108	547	585
ERX3462312	GA81666	97.1107	531	588
ERX3332818	GA81666	97.1105	531	568
ERX3435499	GA81666	97.1105	550	603
ERX3332676	GA81666	97.1104	537	593
ERX3435049	GA81666	97.1104	565	619
ERX3332003	GA81666	97.1103	548	602
ERX3291389	GA81666	97.1101	550	589
ERX3332550	GA81666	97.1101	529	567
ERX3434932	GA81666	97.11	549	612
ERX3435791	GA81666	97.11	558	615
ERX3291135	GA81666	97.1099	543	583
ERX2804060	GA81666	97.1098	536	587
ERX101236	GA81666	97.1096	528	580
ERX3332207	GA81666	97.1096	535	575
SRX6601816	GA81666	97.109	551	629
ERX3461995	GA81666	97.1087	559	616
ERX3332644	GA81666	97.1085	523	555
ERX2579090	GA81666	97.1083	537	594
ERX2804041	GA81666	97.1082	530	562
ERX3435070	GA81666	97.1081	549	594
ERX2579086	GA81666	97.1079	544	590
ERX3291188	GA81666	97.1077	524	552
ERX3332722	GA81666	97.1077	513	543
ERX3435719	GA81666	97.1077	546	584
ERX101271	GA81666	97.1075	533	568
ERX3434465	GA81666	97.1075	544	580
ERX3332272	GA81666	97.1074	514	547
ERX3332306	GA81666	97.1073	536	578
ERX3435447	GA81666	97.1073	558	614
SRX6601930	GA81666	97.1072	552	633
ERX3914341	GA81666	97.1071	543	604
ERX3291492	GA81666	97.1069	537	575
ERX3434799	GA81666	97.1068	518	559
ERX3448970	GA81666	97.1068	562	616
ERX3602239	GA81666	97.1068	565	612
SRX6601865	GA81666	97.1068	544	592
SRX7574176	GA81666	97.1068	539	585
ERX3434794	GA81666	97.1067	540	577
ERX3332706	GA81666	97.1066	544	584
SRX6601809	GA81666	97.1066	547	628
ERX4159170	GA81666	97.1064	542	596
ERX3332410	GA81666	97.1063	531	569
ERX3914376	GA81666	97.1062	547	578
SRX761721	GA81666	97.1062	538	584
SRX7845460	GA81666	97.1062	551	600
ERX3291206	GA81666	97.1061	539	591
ERX3435505	GA81666	97.1059	557	614
ERX3291134	GA81666	97.1058	546	586
GCF_000931625	GA81666	97.1058	561	629
ERX3332301	GA81666	97.1057	539	573
ERX3529807	GA81666	97.1057	542	582
ERX3332094	GA81666	97.1056	540	580
ERX3332524	GA81666	97.1055	529	566
ERX3332731	GA81666	97.1055	532	566
ERX3435001	GA81666	97.1055	541	592
ERX3448967	GA81666	97.1054	563	620
ERX4159165	GA81666	97.1053	543	579
GCF_000931575	GA81666	97.1053	566	615
SRX4551900	GA81666	97.1053	548	602
ERX3291392	GA81666	97.1052	543	583
ERX3435018	GA81666	97.1052	545	594
ERX2260935	GA81666	97.1051	550	615
ERX3291430	GA81666	97.1051	545	599
ERX3434803	GA81666	97.1051	526	583
ERX3331968	GA81666	97.105	524	560
SRX4551920	GA81666	97.1049	523	571
ERX3332340	GA81666	97.1048	520	553
ERX3435786	GA81666	97.1048	530	587
ERX3332749	GA81666	97.1047	548	593
SRX6601983	GA81666	97.1045	545	590
ERX3434091	GA81666	97.1044	527	580
ERX2260734	GA81666	97.1043	550	612
ERX3433940	GA81666	97.1043	547	597
ERX2260716	GA81666	97.1042	537	596
ERX3291112	GA81666	97.1042	525	563
ERX3332005	GA81666	97.1042	543	598
ERX3435007	GA81666	97.1041	545	614
ERX3914416	GA81666	97.1041	569	620
SRX6601904	GA81666	97.1041	540	587
ERX2260704	GA81666	97.1039	539	576
ERX3914210	GA81666	97.1038	557	618
ERX3434941	GA81666	97.1035	552	598
ERX3435573	GA81666	97.1033	531	588
GA81798	GA81666	97.1033	543	598
SRX6602145	GA81666	97.1033	545	584
ERX2260907	GA81666	97.1032	552	587
SRX6602202	GA81666	97.1029	551	609
SRX6602012	GA81666	97.1027	542	593
ERX2260815	GA81666	97.1025	550	601
ERX2804030	GA81666	97.1023	548	600
ERX3602237	GA81666	97.1023	545	602
ERX3332673	GA81666	97.102	519	555
ERX3529787	GA81666	97.102	542	597
ERX3434913	GA81666	97.1016	549	604
SRX6602114	GA81666	97.1016	544	593
ERX3332292	GA81666	97.1014	539	575
SRX6601748	GA81666	97.1014	547	582
ERX4159200	GA81666	97.1013	542	580
ERX3291478	GA81666	97.1012	468	497
ERX3434188	GA81666	97.101	563	617
ERX3332346	GA81666	97.1008	543	596
SRX6601838	GA81666	97.1008	538	590
ERX3462133	GA81666	97.1006	545	577
ERX4159225	GA81666	97.1003	548	584
ERX3332678	GA81666	97.1	522	555
ERX3291131	GA81666	97.0999	544	586
ERX3332456	GA81666	97.0999	542	580
ERX3448914	GA81666	97.0999	542	585
ERX3914261	GA81666	97.0999	553	623
ERX3434010	GA81666	97.0998	551	613
ERX2260873	GA81666	97.0996	545	578
ERX3462294	GA81666	97.0996	521	597
ERX3914195	GA81666	97.0995	567	619
ERX3332683	GA81666	97.0994	526	579
SRX6601768	GA81666	97.0994	543	579
ERX3291187	GA81666	97.0993	511	537
ERX3291264	GA81666	97.0992	531	569
ERX3332198	GA81666	97.0991	533	570
ERX3332285	GA81666	97.099	532	588
SRX6602126	GA81666	97.099	553	608
GA56793	GA81666	97.0988	541	578
SRX4551924	GA81666	97.0985	534	566
ERX3449008	GA81666	97.0983	551	613
SRX6602201	GA81666	97.0983	543	582
ERX3435123	GA81666	97.0981	539	580
ERX3332275	GA81666	97.098	551	605
SRX6601926	GA81666	97.098	553	630
ERX3435722	GA81666	97.0979	538	593
ERX3332000	GA81666	97.0978	539	598
ERX3291098	GA81666	97.0977	547	600
ERX3448731	GA81666	97.0975	526	578
SRX6601770	GA81666	97.0975	545	600
ERX3435644	GA81666	97.0973	547	589
SRX6601932	GA81666	97.0973	555	636
GA56981	GA81666	97.097	548	614
ERX3435142	GA81666	97.0969	547	595
ERX2260754	GA81666	97.0968	552	592
ERX3435815	GA81666	97.0968	548	616
ERX3434892	GA81666	97.0966	545	600
ERX3291298	GA81666	97.0965	542	594
ERX3291538	GA81666	97.0965	537	596
ERX3332510	GA81666	97.0964	535	576
ERX3332719	GA81666	97.0964	535	574
SRX6602218	GA81666	97.0961	541	583
ERX3291201	GA81666	97.0959	550	603
ERX3291523	GA81666	97.0958	541	597
ERX3435533	GA81666	97.0957	557	615
ERX3462105	GA81666	97.0957	549	613
ERX3331988	GA81666	97.0955	533	570
ERX3914433	GA81666	97.0955	538	582
SRX1081783	GA81666	97.0952	544	598
ERX3332760	GA81666	97.0951	517	543
ERX3291348	GA81666	97.095	539	575
ERX3433942	GA81666	97.095	540	590
ERX3529813	GA81666	97.095	541	580
ERX3435453	GA81666	97.0949	549	582
SRX6601915	GA81666	97.0949	537	592
GCF_002966655	GA81666	97.0948	563	607
SRX6601896	GA81666	97.0948	545	598
ERX3291055	GA81666	97.0947	521	587
ERX3462094	GA81666	97.0947	531	588
ERX3435058	GA81666	97.0945	534	585
ERX3434852	GA81666	97.0939	524	561
GA76605	GA81666	97.0938	547	596
GCF_001457655	GA81666	97.0938	563	630
ERX2803974	GA81666	97.0936	547	580
ERX3434901	GA81666	97.0936	547	596
SRX4551938	GA81666	97.0936	529	564
SRX6602112	GA81666	97.0936	549	584
ERX2260705	GA81666	97.0934	540	575
ERX2803941	GA81666	97.0933	539	573
ERX3332069	GA81666	97.0933	541	598
ERX3434617	GA81666	97.0932	549	591
ERX3291428	GA81666	97.0931	516	543
ERX3434850	GA81666	97.0931	560	620
ERX2260838	GA81666	97.0929	538	598
ERX3434129	GA81666	97.0928	543	597
ERX2260733	GA81666	97.0927	535	585
ERX3434161	GA81666	97.0925	560	611
ERX3434859	GA81666	97.0925	544	578
SRX4551937	GA81666	97.0924	539	595
ERX3435793	GA81666	97.0923	545	610
SRX6602019	GA81666	97.0921	546	601
ERX3914367	GA81666	97.0915	546	593
ERX3914212	GA81666	97.0912	545	610
ERX3448741	GA81666	97.091	547	606
SRX4576180	GA81666	97.091	546	609
ERX3435078	GA81666	97.0909	545	599
ERX3291108	GA81666	97.0907	538	579
SRX9274393	GA81666	97.0907	494	532
ERX3332186	GA81666	97.0905	528	565
SRX6602103	GA81666	97.0905	550	606
ERX4159232	GA81666	97.0904	550	612
ERX3332626	GA81666	97.0902	530	578
ERX3332745	GA81666	97.0902	543	580
ERX3291093	GA81666	97.0901	537	588
ERX3291155	GA81666	97.09	543	589
ERX4159164	GA81666	97.0899	545	601
ERX3291136	GA81666	97.0898	547	585
ERX3914316	GA81666	97.0898	543	590
ERX2803931	GA81666	97.0897	504	555
ERX3434145	GA81666	97.0897	548	605
GA56646	GA81666	97.0897	534	588
ERX3434665	GA81666	97.0894	547	577
ERX3434490	GA81666	97.0892	548	579
ERX3434971	GA81666	97.0892	547	591
ERX3332295	GA81666	97.0891	540	575
ERX3332645	GA81666	97.0891	527	569
SRX6601834	GA81666	97.0891	548	603
ERX3291240	GA81666	97.089	538	581
SRX6601754	GA81666	97.089	559	659
SRX6602002	GA81666	97.089	553	603
ERX3435130	GA81666	97.0889	554	594
SRX6602174	GA81666	97.0889	550	603
ERX3331983	GA81666	97.0887	547	585
ERX3435731	GA81666	97.0887	562	621
GA78941	GA81666	97.0887	544	591
ERX3332592	GA81666	97.0886	542	591
ERX3448501	GA81666	97.0885	543	608
SRX7845440	GA81666	97.0884	528	584
ERX3291204	GA81666	97.0883	525	577
ERX3435715	GA81666	97.0882	548	584
SRX9274422	GA81666	97.0882	444	459
ERX101234	GA81666	97.0881	535	591
ERX3435456	GA81666	97.0878	553	593
ERX3435194	GA81666	97.0877	562	617
ERX3291290	GA81666	97.0875	538	589
ERX3434563	GA81666	97.0875	552	649
ERX3449123	GA81666	97.0872	555	616
ERX3434924	GA81666	97.0869	551	630
ERX3291292	GA81666	97.0867	531	563
ERX3331987	GA81666	97.0867	530	565
ERX3448793	GA81666	97.0866	548	598
ERX3434890	GA81666	97.0865	547	605
ERX3332351	GA81666	97.0863	539	596
ERX3462268	GA81666	97.0863	565	619
SRX4551944	GA81666	97.0863	539	579
ERX101204	GA81666	97.0861	536	569
ERX3332423	GA81666	97.0861	541	576
ERX3434172	GA81666	97.0861	524	596
ERX3462306	GA81666	97.0861	552	615
ERX101227	GA81666	97.086	536	568
ERX3291068	GA81666	97.086	519	569
ERX3291458	GA81666	97.0858	505	537
ERX3434681	GA81666	97.0858	537	611
ERX3291147	GA81666	97.0857	538	577
SRX6601628	GA81666	97.0856	551	630
ERX3914396	GA81666	97.0854	547	579
ERX3435199	GA81666	97.0852	550	612
SRX6601909	GA81666	97.0851	549	609
ERX2260761	GA81666	97.0849	529	572
ERX3291141	GA81666	97.0849	548	588
GA71881	GA81666	97.0848	549	583
ERX3291064	GA81666	97.0847	541	595
ERX3448848	GA81666	97.0847	542	608
ERX3291481	GA81666	97.0845	516	548
ERX3529833	GA81666	97.0845	561	611
SRX1715117	GA81666	97.0844	539	592
ERX3433994	GA81666	97.0842	548	601
ERX3291208	GA81666	97.0841	535	589
ERX2579097	GA81666	97.0839	547	584
ERX3914289	GA81666	97.0839	546	600
ERX3602248	GA81666	97.0837	543	580
ERX3970945	GA81666	97.0837	525	573
ERX2260871	GA81666	97.0836	536	566
ERX3291157	GA81666	97.0836	551	592
GA67852	GA81666	97.0836	543	596
ERX101229	GA81666	97.0833	539	571
ERX101260	GA81666	97.0833	540	584
ERX3332283	GA81666	97.0833	538	593
SRX6601858	GA81666	97.0832	550	604
ERX3434518	GA81666	97.0831	552	613
ERX3434944	GA81666	97.0831	535	586
ERX2260906	GA81666	97.083	550	608
ERX4159199	GA81666	97.083	540	579
SRX6601658	GA81666	97.083	559	631
ERX3332551	GA81666	97.0827	520	564
ERX3435806	GA81666	97.0827	542	587
SRX4551904	GA81666	97.0827	544	570
ERX3434864	GA81666	97.0825	547	611
ERX3332397	GA81666	97.0823	546	600
ERX3434977	GA81666	97.0819	550	612
ERX3291393	GA81666	97.0818	553	588
ERX3332723	GA81666	97.0817	547	579
ERX3435165	GA81666	97.0817	553	613
SRX6601847	GA81666	97.0817	539	615
ERX4159211	GA81666	97.0816	542	598
ERX2260828	GA81666	97.0814	529	575
ERX2803956	GA81666	97.0814	528	573
ERX3331992	GA81666	97.0814	523	557
ERX3291150	GA81666	97.0813	547	590
ERX3332753	GA81666	97.0812	546	580
SRX6602031	GA81666	97.0812	543	581
ERX3914434	GA81666	97.0811	548	602
SRX6602133	GA81666	97.0811	560	620
SRX6602176	GA81666	97.0811	535	617
ERX3435109	GA81666	97.0809	527	566
GA67187	GA81666	97.0809	544	592
ERX2579103	GA81666	97.0808	538	619
ERX3291424	GA81666	97.0808	545	597
ERX2579116	GA81666	97.0807	548	580
ERX3291344	GA81666	97.0807	524	558
SRX6601861	GA81666	97.0807	540	595
ERX3462089	GA81666	97.0806	565	618
GA78345	GA81666	97.0805	562	615
ERX3291091	GA81666	97.0804	540	594
ERX3332127	GA81666	97.0804	552	604
ERX2260698	GA81666	97.0802	533	565
ERX3332299	GA81666	97.0801	512	537
ERX3434867	GA81666	97.0798	549	583
ERX101248	GA81666	97.0796	535	571
ERX3602250	GA81666	97.0796	542	580
ERX3435154	GA81666	97.0793	566	619
ERX3435817	GA81666	97.0793	563	619
GA67009	GA81666	97.0793	543	619
ERX2803949	GA81666	97.0792	537	586
ERX3448976	GA81666	97.0792	525	563
ERX3914462	GA81666	97.0788	558	600
SRX6601810	GA81666	97.0788	546	585
ERX3434714	GA81666	97.0787	566	619
ERX3332210	GA81666	97.0786	495	549
ERX3332330	GA81666	97.0784	538	574
ERX3914438	GA81666	97.0782	542	592
ERX3332696	GA81666	97.0781	516	551
ERX3602194	GA81666	97.078	546	592
ERX2260942	GA81666	97.0777	546	625
ERX3291154	GA81666	97.0777	546	591
ERX3332820	GA81666	97.0777	548	593
ERX3291391	GA81666	97.0775	544	580
ERX3291491	GA81666	97.0775	538	575
ERX3332282	GA81666	97.0774	542	596
SRX762514	GA81666	97.0772	538	598
ERX2579095	GA81666	97.0771	543	593
ERX3291247	GA81666	97.0769	541	576
ERX3435521	GA81666	97.0769	546	582
ERX3462104	GA81666	97.0769	533	616
SRX4576165	GA81666	97.0768	540	589
ERX3291161	GA81666	97.0767	553	593
ERX3332766	GA81666	97.0767	537	571
ERX3448854	GA81666	97.0767	547	594
ERX3291346	GA81666	97.0766	538	573
ERX3434367	GA81666	97.0766	546	601
ERX3435706	GA81666	97.0766	544	587
SRX6602007	GA81666	97.0766	545	583
ERX3332229	GA81666	97.0765	488	540
GA87916	GA81666	97.0765	548	600
ERX3332308	GA81666	97.0763	534	569
ERX3435113	GA81666	97.076	551	618
ERX2260831	GA81666	97.0759	530	580
ERX3434101	GA81666	97.0759	546	606
ERX3331981	GA81666	97.0756	546	597
ERX3435455	GA81666	97.0756	537	577
ERX3529805	GA81666	97.0756	550	600
ERX3291511	GA81666	97.0755	507	550
ERX3332364	GA81666	97.0754	523	559
ERX3435114	GA81666	97.0753	545	578
ERX3434187	GA81666	97.0752	550	589
ERX3434286	GA81666	97.075	527	603
ERX3291115	GA81666	97.0748	533	568
ERX3462320	GA81666	97.0748	554	598
ERX2804024	GA81666	97.0747	517	563
ERX3291421	GA81666	97.0747	527	553
ERX3332479	GA81666	97.0747	554	594
SRX6601851	GA81666	97.0744	555	636
ERX3332686	GA81666	97.0742	526	562
ERX3435649	GA81666	97.0742	549	583
SRX7845451	GA81666	97.0741	533	570
ERX4159174	GA81666	97.074	543	589
ERX3434807	GA81666	97.0738	542	593
ERX3914432	GA81666	97.0738	549	592
ERX3448787	GA81666	97.0737	560	597
ERX2260801	GA81666	97.0736	553	591
ERX3434163	GA81666	97.0736	544	591
ERX2260696	GA81666	97.0735	519	545
ERX2579084	GA81666	97.0732	549	612
ERX2803944	GA81666	97.0732	523	572
ERX2804032	GA81666	97.0732	536	614
ERX3914246	GA81666	97.0732	539	582
ERX2260872	GA81666	97.0731	518	550
GA54569	GA81666	97.0731	556	590
SRX6601957	GA81666	97.073	542	620
SRX6601960	GA81666	97.0729	541	582
GA87991	GA81666	97.0728	551	599
ERX3291163	GA81666	97.0727	551	590
ERX3291435	GA81666	97.0726	524	551
ERX3331997	GA81666	97.0726	553	604
SRX7845445	GA81666	97.0726	533	570
ERX3291110	GA81666	97.0725	509	538
ERX3331977	GA81666	97.0722	536	597
ERX3433987	GA81666	97.0721	550	629
ERX3449104	GA81666	97.0719	526	558
ERX3291317	GA81666	97.0718	518	563
ERX3435008	GA81666	97.0717	559	597
ERX3291063	GA81666	97.0715	539	592
ERX3332713	GA81666	97.0714	548	582
ERX3291054	GA81666	97.0712	510	566
ERX2804006	GA81666	97.071	541	575
ERX3435511	GA81666	97.0709	545	611
ERX4159166	GA81666	97.0709	547	592
ERX3434986	GA81666	97.0707	541	591
GA78928	GA81666	97.0707	544	598
ERX3448975	GA81666	97.0705	535	603
ERX3462304	GA81666	97.0705	532	583
GA79465	GA81666	97.0704	543	579
SRX6601908	GA81666	97.0704	553	584
ERX3434059	GA81666	97.0703	522	577
ERX3434009	GA81666	97.0701	526	563
ERX3434827	GA81666	97.0699	547	604
ERX3529785	GA81666	97.0695	544	579
SRX6601982	GA81666	97.0695	553	606
ERX3602251	GA81666	97.0694	547	606
SRX6602120	GA81666	97.0694	544	591
ERX2803953	GA81666	97.0687	542	590
