sample	estimated_genome_size	is_paired	original_total_bp	original_coverage	original_read_total	original_read_min	original_read_mean	original_read_std	original_read_median	original_read_max	original_read_25th	original_read_75th	original_qual_min	original_qual_mean	original_qual_std	original_qual_max	original_qual_median	original_qual_25th	original_qual_75th	final_total_bp	final_coverage	final_read_total	final_read_min	final_read_mean	final_read_std	final_read_median	final_read_max	final_read_25th	final_read_75th	final_qual_min	final_qual_mean	final_qual_std	final_qual_max	final_qual_median	final_qual_25th	final_qual_75th	contig_non_acgtn	contig_percent_a	contig_percent_c	contig_percent_g	contig_percent_n	contig_percent_t	contigs_greater_100k	contigs_greater_10k	contigs_greater_1k	contigs_greater_1m	l50_contig_count	max_contig_length	mean_contig_length	median_contig_length	min_contig_length	n50_contig_length	num_contig_non_acgtn	percent_contigs_greater_100k	percent_contigs_greater_10k	percent_contigs_greater_1k	percent_contigs_greater_1m	total_contig	total_contig_length	annotation_organism	annotation_contigs	annotation_bases	annotation_CDS	annotation_gene	annotation_rRNA	annotation_tRNA	annotation_tmRNA	rank	reason	annotation_repeat_region
SRX6601699	1860196	True	849181694	456.502	3383194	251	251	0	251	251	251	251	2	30.030	5.837	39	31.500	27	34.500	186019651	100.000	854584	35	217.673	27.571	221.500	250	207	235.500	17	33.891	3.692	39	35	32.500	36.500	0.00	31.30	19.28	18.73	0.00	30.69	6	12	19	0	3	401521	97656	52532	1564	290609	0	31.58	63.16	100.00	0.00	19	1855469	Haemophilus influenzae strain	19	1855469	1806	1861	5	49	1	gold	passed all cutoffs	
SRX6601700	1860196	True	724058696	389.238	2884696	251	251	0	251	251	251	251	2	34.207	5.280	39	36.500	33	37.500	186019564	100.000	784776	35	237.035	24.205	247.500	250	235.500	250	18.500	35.785	3.306	39	37	35	38	0.00	31.02	18.97	18.87	0.00	31.13	5	17	26	0	3	544589	60276	23619	516	271136	0	16.67	56.67	86.67	0.00	30	1808280	Haemophilus influenzae strain	30	1808280	1730	1781	4	46	1	gold	passed all cutoffs	
SRX6601701	1860196	True	736703072	396.036	2935072	251	251	0.000	251	251	251	251	2	34.245	5.177	39	36.500	33	38	186019505	100.000	783318	35	237.476	22.581	247	250	235.500	250	17	35.895	3.165	39	37	35	38	0.00	30.94	18.95	19.01	0.00	31.09	7	14	21	0	3	404246	75760	26115	638	208127	0	29.17	58.33	87.50	0.00	24	1818251	Haemophilus influenzae strain	24	1818251	1739	1797	7	50	1	gold	passed all cutoffs	
SRX6601702	1860196	True	567765012	305.218	2262012	251	251	0.000	251	251	251	251	2	34.595	5.120	39	36.500	33.500	38	186019910	100.000	779870	35.500	238.527	22.909	248.500	250	238.500	250	18	35.967	3.294	39	37	35	38	0.00	31.08	18.92	19.03	0.00	30.97	6	15	20	0	4	368416	75673	28018	670	221145	0	25.00	62.50	83.33	0.00	24	1816165	Haemophilus influenzae strain	24	1816165	1747	1801	4	49	1	gold	passed all cutoffs	
SRX6601703	1860196	True	632108360	339.808	2518360	251	251	0	251	251	251	251	2	34.068	5.078	39	36	33	37.500	186019477	100.000	786728	35	236.447	22.942	246	250	233	250	18.500	35.735	3.235	39	37	35	38	0.00	31.15	18.94	19.05	0.00	30.86	6	15	24	0	3	541512	66187	28588	533	144939	0	21.43	53.57	85.71	0.00	28	1853237	Haemophilus influenzae strain	28	1853237	1785	1841	4	51	1	gold	passed all cutoffs	
SRX6601704	1860196	True	743732578	399.814	2963078	251	251	0.000	251	251	251	251	2	33.995	5.180	39	36	32.500	37.500	186019561	100.000	786612	35.500	236.482	23.048	246	250	233	250	18	35.684	3.267	39	37	35	38	0.00	31.11	19.29	18.75	0.00	30.86	6	14	23	0	3	464623	80594	38012	1421	177478	0	26.09	60.87	100.00	0.00	23	1853669	Haemophilus influenzae strain	23	1853669	1782	1831	3	45	1	gold	passed all cutoffs	
SRX6601705	1860196	True	1075146954	577.976	4283454	251	251	0.000	251	251	251	251	2	33.543	5.499	39	35.500	32	37	186019551	100.000	789728	35	235.549	24.687	246.500	250	232	250	18	35.326	3.444	39	37	34.500	37.500	0.00	31.01	19.20	18.89	0.00	30.90	7	21	28	0	7	184608	55561	37421	523	101910	0	20.59	61.76	82.35	0.00	34	1889078	Haemophilus influenzae strain	34	1889078	1834	1890	8	47	1	gold	passed all cutoffs	
SRX6601706	1860196	True	700150946	376.386	2789446	251	251	0.000	251	251	251	251	2	34.179	5.376	39	36.500	33	37.500	186019557	100.000	784112	35	237.236	23.602	247.500	250	235.500	250	17.500	35.760	3.361	39	37	35	38	0.00	30.93	18.92	18.99	0.00	31.16	4	12	16	1	1	1064158	112803	33057	1247	1064158	0	25.00	75.00	100.00	6.25	16	1804859	Haemophilus influenzae strain	16	1804859	1710	1759	4	44	1	gold	passed all cutoffs	1
SRX6601707	1860196	True	534493456	287.332	2129456	251	251	0	251	251	251	251	2	34.654	4.998	39	36.500	33.500	38	186019640	100.000	777342	36	239.302	20.842	248	250	239	250	18	36.010	3.183	39	37	35.500	38	0.00	30.93	18.91	19.00	0.00	31.16	4	9	13	1	1	1063705	138792	38991	1247	1063705	0	30.77	69.23	100.00	7.69	13	1804297	Haemophilus influenzae strain	13	1804297	1711	1760	3	45	1	gold	passed all cutoffs	
SRX6601708	1860196	True	433756112	233.178	1728112	251	251	0.000	251	251	251	251	2	34.581	5.109	39	36.500	33.500	38	186019718	100.000	782640	35	237.682	24.473	248	250	237.500	250	17.500	36.031	3.232	39	37	35.500	38	0.00	31.09	18.95	18.99	0.00	30.96	7	13	19	0	4	368672	86427	27477	670	221166	0	33.33	61.90	90.48	0.00	21	1814978	Haemophilus influenzae strain	21	1814978	1747	1799	3	48	1	gold	passed all cutoffs	
SRX6601709	1860196	True	675417406	363.090	2690906	251	251	0	251	251	251	251	2	34.229	5.156	39	36.500	33	37.500	186019573	100.000	785368	35	236.857	25.173	247.500	250	236	250	18.500	35.823	3.177	39	37	35	38	0.00	31.09	19.28	18.82	0.00	30.81	6	16	25	0	3	543728	74434	29198	520	193446	0	23.08	61.54	96.15	0.00	26	1935309	Haemophilus influenzae strain	26	1935309	1883	1937	3	50	1	gold	passed all cutoffs	
SRX6601710	1860196	True	647511226	348.088	2579726	251	251	0	251	251	251	251	2	34.408	5.309	39	36.500	33.500	38	186019664	100.000	783288	35	237.486	24.514	248	250	237	250	18	35.925	3.327	39	37	35.500	38	0.00	31.16	19.33	18.72	0.00	30.79	7	15	20	0	3	450407	97002	42751	1183	282771	0	35.00	75.00	100.00	0.00	20	1940054	Haemophilus influenzae strain	20	1940054	1883	1932	3	45	1	gold	passed all cutoffs	
SRX6601711	1860196	True	585883196	314.958	2334196	251	251	0	251	251	251	251	2	34.531	5.227	39	36.500	33.500	38	186019779	100.000	782436	35	237.744	24.339	248	250	237.500	250	18.500	36.024	3.239	39	37	35.500	38	0.00	30.80	18.67	19.24	0.00	31.29	4	9	14	1	1	1150033	128954	33107	1247	1150033	0	28.57	64.29	100.00	7.14	14	1805358	Haemophilus influenzae strain	14	1805358	1708	1758	4	45	1	gold	passed all cutoffs	
SRX6601712	1860196	True	674213610	362.442	2686110	251	251	0.000	251	251	251	251	2	34.240	5.437	39	36.500	33	37.500	186019468	100.000	782702	35	237.663	23.221	248	250	236.500	250	18.500	35.831	3.330	39	37	35	38	0.00	30.85	18.68	19.23	0.00	31.24	5	10	14	1	1	1041643	128916	32919	1247	1041643	0	35.71	71.43	100.00	7.14	14	1804828	Haemophilus influenzae strain	14	1804828	1710	1758	3	44	1	gold	passed all cutoffs	
SRX6601713	1860196	True	911050684	489.760	3629684	251	251	0	251	251	251	251	2	29.729	5.970	39	31.500	26.500	34.500	186019619	100.000	859974	35	216.309	28.413	220	250	206	234.500	18	33.797	3.674	39	35	32	36.500	0.00	31.19	19.21	18.79	0.00	30.82	8	17	23	0	4	337617	79440	45755	1104	170538	0	34.78	73.91	100.00	0.00	23	1827142	Haemophilus influenzae strain	23	1827142	1734	1783	4	44	1	gold	passed all cutoffs	
SRX6601714	1860196	True	610450574	328.164	2432074	251	251	0	251	251	251	251	2	34.992	4.944	39	37	34	38	186019619	100.000	774850	35	240.072	21.290	249	250	241	250	18	36.237	3.137	39	37.500	36	38.500	0.00	31.09	18.94	19.01	0.00	30.96	7	14	21	0	4	368279	72648	14920	670	221180	0	28.00	56.00	84.00	0.00	25	1816206	Haemophilus influenzae strain	25	1816206	1747	1801	3	50	1	gold	passed all cutoffs	
SRX6601715	1860196	True	267864188	143.998	1067188	251	251	0	251	251	251	251	2	27.929	8.133	38.500	30	24.500	33.500	186019582	100.000	887532	35	209.592	38.056	218	250	202	232.500	17	33.639	4.129	39	35	31.500	36.500	0.00	31.15	19.25	18.76	0.00	30.84	7	14	20	0	4	352995	94384	47301	1122	200703	0	35.00	70.00	100.00	0.00	20	1887694	Haemophilus influenzae strain	20	1887694	1807	1861	5	48	1	gold	passed all cutoffs	
SRX6601716	1860196	True	732955642	394.020	2920142	251	251	0	251	251	251	251	2	33.654	5.536	39	35.500	32.500	37.500	186019864	100.000	791302	35	235.081	24.566	244	250	231	249.500	18	35.763	3.099	39	36.500	35.500	38	0.00	31.23	19.18	18.67	0.00	30.92	5	10	13	0	2	661730	124468	53463	547	363726	0	33.33	66.67	86.67	0.00	15	1867026	Haemophilus influenzae strain	15	1867026	1780	1841	9	51	1	gold	passed all cutoffs	
SRX6601717	1860196	True	229685270	123.474	926130	35	248.005	12.272	251	251	250	251	2	36.635	2.486	38	37.500	36.500	38	186019720	100.000	753226	35	246.964	12.746	250	250	250	250	15	36.670	2.462	38	37.500	36.500	38	0.00	31.10	19.21	18.80	0.00	30.89	6	11	13	0	3	524080	135265	58554	521	310066	0	42.86	78.57	92.86	0.00	14	1893717	Haemophilus influenzae strain	14	1893717	1816	1872	5	50	1	gold	passed all cutoffs	
SRX6601718	1860196	True	740929410	398.308	2951910	251	251	0	251	251	251	251	2	34.893	4.875	39	37	34	38	186019810	100.000	780040	35	238.475	24.034	248.500	250	239.500	250	17.500	36.245	3.059	39	37	36	38	0.00	31.04	18.84	19.13	0.00	30.99	5	16	24	0	3	410068	64293	26829	520	217045	0	17.86	57.14	85.71	0.00	28	1800224	Haemophilus influenzae strain	28	1800224	1733	1785	3	48	1	gold	passed all cutoffs	
SRX6601719	1860196	True	275814812	148.272	1103414	43	249.965	6.069	251	251	250	251	15	35.241	2.919	38	36	34.500	37	186019906	100.000	747066	40	249.000	6.759	250	250	250	250	15	35.294	2.880	38	36	34.500	37.500	0.00	30.98	19.23	18.80	0.00	30.99	7	16	25	0	3	543803	67663	21937	647	193119	0	25.00	57.14	89.29	0.00	28	1894572	Haemophilus influenzae strain	28	1894572	1830	1884	3	50	1	gold	passed all cutoffs	
SRX6601720	1860196	True	1022493178	549.670	4073678	251	251	0	251	251	251	251	2	34.194	5.143	39	36	33	37.500	186020002	100.000	782252	35	237.801	22.922	247.500	250	237	250	18	35.735	3.199	39	37	35	37.500	0.00	30.98	19.03	19.01	0.00	30.99	5	16	27	0	3	542870	65020	11347	568	232559	0	17.24	55.17	93.10	0.00	29	1885582	Haemophilus influenzae strain	29	1885582	1843	1892	4	44	1	gold	passed all cutoffs	
SRX6601721	1860196	True	241850972	130.014	968580	35	249.697	7.204	251	251	250	251	2	35.207	2.948	38	36	34.500	37	186019270	100.000	747842	35	248.742	7.685	250	250	250	250	14.500	35.262	2.900	38	36	34.500	37.500	0.00	31.20	19.20	18.72	0.00	30.88	7	15	18	0	4	352939	99826	48860	782	200695	0	36.84	78.95	94.74	0.00	19	1896707	Haemophilus influenzae strain	19	1896707	1822	1874	3	48	1	gold	passed all cutoffs	
SRX6601722	1860196	True	592118036	318.310	2359036	251	251	0.000	251	251	251	251	2	34.509	5.091	39	36.500	33.500	37.500	186019711	100.000	781182	35	238.126	23.527	248	250	238	250	18	35.959	3.174	39	37	35.500	38	0.00	31.12	18.87	19.01	0.00	31.00	8	16	19	0	4	301501	87874	57477	670	148562	0	40.00	80.00	95.00	0.00	20	1757483	Haemophilus influenzae strain	20	1757483	1662	1713	3	47	1	gold	passed all cutoffs	
SRX6601723	1860196	True	227489435	122.293	909806	35	250.041	5.705	251	251	250	251	2	36.806	2.383	38	37.500	37	38	186019305	100.000	746750	35	249.105	6.142	250	250	250	250	16	36.852	2.304	38	37.500	37	38	0.00	31.07	18.92	19.03	0.00	30.98	7	14	18	0	4	368859	90836	37466	670	221160	0	35.00	70.00	90.00	0.00	20	1816726	Haemophilus influenzae strain	20	1816726	1748	1803	4	50	1	gold	passed all cutoffs	
SRX6601724	1860196	True	975059700	524.170	3884700	251	251	0	251	251	251	251	2	34.470	4.937	39	36.500	33.500	37.500	186019494	100.000	779484	35	238.644	22.059	248	250	238	250	18.500	35.918	3.080	39	37	35	38	0.00	31.05	18.97	18.95	0.00	31.04	5	9	13	0	2	610584	110052	27336	602	377273	0	31.25	56.25	81.25	0.00	16	1760836	Haemophilus influenzae strain	16	1760836	1663	1716	5	47	1	gold	passed all cutoffs	
SRX6601725	1860196	True	227056837	122.061	910406	35	249.402	8.035	251	251	250	251	2	36.622	2.494	38	37.500	36.500	38	186019588	100.000	748844	35	248.409	8.562	250	250	250	250	14.500	36.661	2.461	38	37.500	36.500	38	0.00	31.07	18.95	18.95	0.00	31.03	5	12	18	0	2	526669	80461	12355	601	403111	0	22.73	54.55	81.82	0.00	22	1770159	Haemophilus influenzae strain	22	1770159	1686	1742	4	51	1	gold	passed all cutoffs	
SRX6601726	1860196	True	299873319	161.205	1197926	35	250.327	3.695	251	251	250	251	2	35.542	3.218	38	36.500	35	37.500	186019412	100.000	745930	35	249.379	4.714	250	250	250	250	14	35.579	3.213	38	36.500	35	37.500	0.00	31.12	18.91	19.19	0.00	30.78	6	19	24	0	3	563115	75699	27801	778	156056	0	24.00	76.00	96.00	0.00	25	1892480	Haemophilus influenzae strain	25	1892480	1851	1904	5	47	1	gold	passed all cutoffs	
SRX6601727	1860196	True	218574681	117.501	873898	35	250.115	5.421	251	251	250	251	2	36.607	2.371	38	37.500	36.500	38	186019456	100.000	746490	39	249.192	5.867	250	250	250	250	16	36.650	2.340	38	37.500	36.500	38	0.00	30.82	18.68	19.20	0.00	31.29	4	9	14	0	1	965991	119057	26633	655	965991	0	26.67	60.00	93.33	0.00	15	1785867	Haemophilus influenzae strain	15	1785867	1679	1737	7	50	1	gold	passed all cutoffs	
SRX6601728	1860196	True	300199769	161.381	1201056	35	249.947	6.054	251	251	250	251	2	36.069	2.831	38	37	35.500	37.500	186019468	100.000	747190	36	248.959	6.930	250	250	250	250	14.500	36.113	2.813	38	37	36	37.500	0.00	31.06	18.93	19.07	0.00	30.94	5	9	12	0	2	535877	120513	65729	582	401293	0	33.33	60.00	80.00	0.00	15	1807705	Haemophilus influenzae strain	15	1807705	1740	1799	6	52	1	gold	passed all cutoffs	
SRX6601729	1860196	True	854382414	459.296	3403914	251	251	0	251	251	251	251	2	35.165	4.742	39	37	34.500	38	186019716	100.000	776872	35	239.447	23.367	249	250	241.500	250	18.500	36.376	3.052	39	37.500	36	38.500	0.00	31.17	19.15	18.75	0.00	30.92	5	11	13	1	1	1032257	132487	52610	891	1032257	0	35.71	78.57	92.86	7.14	14	1854824	Haemophilus influenzae strain	14	1854824	1759	1811	3	48	1	gold	passed all cutoffs	
SRX6601730	1860196	True	710629192	382.018	2831192	251	251	0	251	251	251	251	2	34.231	5.320	39	36	33	37.500	186019372	100.000	782910	35	237.600	23.911	248	250	237.500	250	18	35.762	3.302	39	37	35	37.500	0.00	30.93	18.90	19.00	0.00	31.16	4	12	15	1	1	1088245	120341	39270	1247	1088245	0	26.67	80.00	100.00	6.67	15	1805122	Haemophilus influenzae strain	15	1805122	1706	1755	3	45	1	gold	passed all cutoffs	1
SRX6601731	1860196	True	609492256	327.650	2428256	251	251	0.000	251	251	251	251	2	34.786	5.038	39	36.500	34	38	186019460	100.000	781710	35	237.964	24.877	248.500	250	239	250	17.500	36.214	3.116	39	37	36	38.500	0.00	30.97	19.03	18.95	0.00	31.05	5	12	18	0	3	541697	87209	28626	652	289136	0	23.81	57.14	85.71	0.00	21	1831402	Haemophilus influenzae strain	21	1831402	1731	1791	12	47	1	gold	passed all cutoffs	
SRX6601732	1860196	True	850790604	457.366	3389604	251	251	0	251	251	251	251	2	31.967	5.727	39	34	30	36.500	186019735	100.000	817386	35	227.579	26.653	235	250	217.500	246	18	34.695	3.584	39	36	33.500	37.500	0.00	30.94	18.81	19.10	0.00	31.14	5	11	16	1	1	1033021	112778	26143	1247	1033021	0	31.25	68.75	100.00	6.25	16	1804449	Haemophilus influenzae strain	16	1804449	1706	1755	3	45	1	gold	passed all cutoffs	
SRX6601733	1860196	True	811072866	436.014	3231366	251	251	0.000	251	251	251	251	2	32.468	5.485	39	34.500	30.500	36.500	186019545	100.000	812002	35	229.088	26.673	237	250	220.500	246.500	18	34.994	3.448	39	36	34	37.500	0.00	30.95	18.81	19.10	0.00	31.14	4	9	14	1	1	1141441	128926	33050	1247	1141441	0	28.57	64.29	100.00	7.14	14	1804974	Haemophilus influenzae strain	14	1804974	1710	1759	3	45	1	gold	passed all cutoffs	
SRX6601734	1860196	True	938983470	504.776	3740970	251	251	0	251	251	251	251	2	33.857	4.989	39	35.500	32.500	37.500	186019779	100.000	794206	35	234.221	24.999	243.500	250	229.500	249	18.500	35.764	3.080	39	36.500	35.500	38	0.00	30.92	19.04	18.94	0.00	31.10	6	12	19	0	3	426100	91208	25974	724	279708	0	30.00	60.00	95.00	0.00	20	1824168	Haemophilus influenzae strain	20	1824168	1742	1794	3	48	1	gold	passed all cutoffs	
SRX6601735	1860196	True	696105328	374.210	2773328	251	251	0	251	251	251	251	2	33.009	5.605	39	35	31.500	37	186019782	100.000	799034	35	232.806	24.376	241.500	250	226	248.500	18	35.294	3.331	39	36.500	34.500	37.500	0.00	31.17	19.07	18.89	0.00	30.87	8	14	22	0	4	398467	85021	47804	1011	156867	0	36.36	63.64	100.00	0.00	22	1870465	Haemophilus influenzae strain	22	1870465	1793	1847	3	50	1	gold	passed all cutoffs	
SRX6601736	1860196	True	926386282	498.004	3690782	251	251	0	251	251	251	251	2	33.470	5.292	39	35.500	32	37	186019836	100.000	796654	35	233.501	25.302	243	250	227.500	249	18	35.524	3.243	39	36.500	34.500	38	0.00	31.26	19.13	18.78	0.00	30.83	7	16	25	0	4	309136	59786	17330	557	226123	0	22.58	51.61	80.65	0.00	31	1853387	Haemophilus influenzae strain	31	1853387	1781	1833	4	47	1	gold	passed all cutoffs	
SRX6601737	1860196	True	382235745	205.482	1531444	35	249.591	7.761	251	251	250	251	2	36.357	2.881	38	37.500	36.500	38	186019474	100.000	748158	40	248.637	8.214	250	250	250	250	13.500	36.389	2.858	38	37.500	36.500	38	0.00	31.07	18.93	19.03	0.00	30.98	7	14	19	0	4	368859	86485	29791	539	221166	0	33.33	66.67	90.48	0.00	21	1816201	Haemophilus influenzae strain	21	1816201	1747	1804	4	52	1	gold	passed all cutoffs	
SRX6601738	1860196	True	822874384	442.358	3278384	251	251	0	251	251	251	251	2	30.704	5.763	39	32.500	28	35	186019324	100.000	842796	35	220.716	27.724	225.500	250	210.500	238.500	17.500	34.256	3.568	39	35.500	33	37	0.00	30.74	18.66	19.22	0.00	31.38	4	10	13	1	1	1001486	132321	42663	638	1001486	0	28.57	71.43	92.86	7.14	14	1852500	Haemophilus influenzae strain	14	1852500	1770	1825	7	47	1	gold	passed all cutoffs	
SRX6601739	1860196	True	385470628	207.221	1543900	35	249.673	7.647	251	251	250	251	2	36.419	2.803	38	37.500	36.500	38	186019609	100.000	747898	35	248.723	8.038	250	250	250	250	14	36.447	2.778	38	37.500	36.500	38	0.00	31.33	19.20	18.80	0.00	30.67	6	10	13	0	2	666706	131668	61874	895	352854	0	42.86	71.43	92.86	0.00	14	1843354	Haemophilus influenzae strain	14	1843354	1750	1804	5	48	1	gold	passed all cutoffs	
SRX6601740	1860196	True	834534840	448.628	3324840	251	251	0	251	251	251	251	2	33.553	5.694	39	35.500	32	37	186019720	100.000	788220	35	236.000	24.327	246.500	250	233	250	18	35.448	3.348	39	37	34.500	37.500	0.00	31.05	19.09	18.91	0.00	30.95	5	16	21	0	3	542261	69726	24241	599	251997	0	19.23	61.54	80.77	0.00	26	1812893	Haemophilus influenzae strain	26	1812893	1719	1776	8	48	1	gold	passed all cutoffs	
SRX6601741	1860196	True	809324902	435.076	3224402	251	251	0.000	251	251	251	251	2	33.750	5.368	39	35.500	32.500	37	186019561	100.000	787052	35	236.350	23.823	246.500	250	233.500	250	17.500	35.467	3.323	39	37	34.500	37.500	0.00	31.03	19.13	18.96	0.00	30.88	5	20	28	0	4	365505	67209	25664	1306	208295	0	17.86	71.43	100.00	0.00	28	1881870	Haemophilus influenzae strain	28	1881870	1817	1873	8	47	1	gold	passed all cutoffs	
SRX6601742	1860196	True	700633368	376.644	2791368	251	251	0.000	251	251	251	251	2	34.470	5.088	39	36.500	33.500	37.500	186019898	100.000	780602	35	238.303	23.246	248	250	238.500	250	18	35.886	3.203	39	37	35	37.500	0.00	31.01	18.85	19.06	0.00	31.08	3	9	14	1	1	1141706	128966	33050	1247	1141706	0	21.43	64.29	100.00	7.14	14	1805526	Haemophilus influenzae strain	14	1805526	1708	1757	3	45	1	gold	passed all cutoffs	1
SRX6601743	1860196	True	940298710	505.484	3746210	251	251	0	251	251	251	251	2	34.910	4.909	39	37	34	38	186019702	100.000	776960	35	239.420	22.329	249	250	240.500	250	18.500	36.168	3.176	39	37.500	36	38.500	0.00	31.04	18.92	18.98	0.00	31.06	7	13	21	0	4	297126	80864	25435	777	233668	0	31.82	59.09	95.45	0.00	22	1779018	Haemophilus influenzae strain	22	1779018	1678	1728	4	45	1	gold	passed all cutoffs	
SRX6601744	1860196	True	938708876	504.628	3739876	251	251	0	251	251	251	251	2	33.748	5.472	39	35.500	32.500	37	186019790	100.000	785888	35	236.700	23.586	247	250	234.500	250	18	35.514	3.295	39	37	34.500	37.500	0.00	30.74	18.82	19.14	0.00	31.30	7	18	29	0	5	298409	62130	16540	595	177015	0	23.33	60.00	96.67	0.00	30	1863929	Haemophilus influenzae strain	30	1863929	1803	1858	9	45	1	gold	passed all cutoffs	
SRX6601745	1860196	True	815411150	438.346	3248650	251	251	0	251	251	251	251	2	34.327	5.222	39	36.500	33.500	37.500	186019531	100.000	781664	35	237.978	23.737	248	250	238	250	18.500	35.820	3.239	39	37	35	37.500	0.00	30.81	18.64	19.27	0.00	31.28	4	11	15	1	1	1041671	120321	39318	1247	1041671	0	26.67	73.33	100.00	6.67	15	1804823	Haemophilus influenzae strain	15	1804823	1707	1756	3	45	1	gold	passed all cutoffs	1
SRX6601746	1860196	True	703117264	377.980	2801264	251	251	0	251	251	251	251	2	34.417	5.172	39	36.500	33.500	37.500	186019817	100.000	780144	35	238.442	22.881	248.500	250	238.500	250	18	35.854	3.231	39	37	35	37.500	0.00	30.80	18.67	19.24	0.00	31.29	4	9	13	1	1	1150205	138864	39032	1247	1150205	0	30.77	69.23	100.00	7.69	13	1805244	Haemophilus influenzae strain	13	1805244	1707	1758	3	47	1	gold	passed all cutoffs	
SRX6601747	1860196	True	337272751	181.310	1348794	36	250.055	5.401	251	251	250	251	15.500	32.931	3.498	38	34	31.500	35.500	186019524	100.000	746760	35	249.102	5.869	250	250	250	250	15.500	32.976	3.489	38	34	31.500	35.500	0.00	31.14	18.99	18.87	0.00	31.01	6	12	18	0	2	553356	93816	27537	926	393552	0	31.58	63.16	94.74	0.00	19	1782508	Haemophilus influenzae strain	19	1782508	1676	1729	4	48	1	gold	passed all cutoffs	
SRX6601748	1860196	True	644338084	346.382	2567084	251	251	0.000	251	251	251	251	2	34.192	5.183	39	36.500	33	37.500	186019856	100.000	785950	35	236.681	25.540	247.500	250	236	250	17.500	35.811	3.194	39	37	35	38	0.00	30.86	18.81	19.07	0.00	31.26	4	12	16	0	2	544187	104287	48993	812	348900	0	23.53	70.59	94.12	0.00	17	1772882	Haemophilus influenzae strain	17	1772882	1663	1715	4	47	1	gold	passed all cutoffs	
SRX6601749	1860196	True	890581132	478.756	3548132	251	251	0	251	251	251	251	2	34.585	5.146	39	37	34	37.500	186019575	100.000	779826	35	238.540	23.488	248.500	250	239.500	250	17.500	35.998	3.186	39	37	35	38	0.00	30.85	18.66	19.25	0.00	31.24	5	10	14	1	1	1041510	128939	44994	1247	1041510	0	35.71	71.43	100.00	7.14	14	1805157	Haemophilus influenzae strain	14	1805157	1710	1759	3	45	1	gold	passed all cutoffs	1
SRX6601750	1860196	True	822252908	442.024	3275908	251	251	0	251	251	251	251	2	34.937	4.873	39	37	34	37.500	186019783	100.000	776966	35	239.418	22.893	248.500	250	241	250	18	36.228	3.037	39	37.500	36	38.500	0.00	30.92	18.79	19.12	0.00	31.16	4	8	13	1	1	1141524	138829	26818	1247	1141524	0	30.77	61.54	100.00	7.69	13	1804787	Haemophilus influenzae strain	13	1804787	1707	1758	3	47	1	gold	passed all cutoffs	
SRX6601751	1860196	True	726812668	390.718	2895668	251	251	0	251	251	251	251	2	33.919	5.348	39	36	32.500	37.500	186019535	100.000	789016	35	235.762	26.044	247	250	234	250	17.500	35.630	3.320	39	37	35	37.500	0.00	31.10	18.87	19.02	0.00	31.02	6	11	16	0	3	358459	113419	31707	719	314841	0	35.29	64.71	94.12	0.00	17	1928127	Haemophilus influenzae strain	17	1928127	1857	1910	6	46	1	gold	passed all cutoffs	
SRX6601752	1860196	True	890326618	478.620	3547118	251	251	0	251	251	251	251	2	34.282	5.149	39	36	33	37.500	186019902	100.000	783290	35	237.486	24.191	248	250	237	250	17.500	35.798	3.240	39	37	35	37.500	0.00	31.18	19.10	18.88	0.00	30.84	4	14	18	0	3	529276	78551	25040	543	277802	0	17.39	60.87	78.26	0.00	23	1806694	Haemophilus influenzae strain	23	1806694	1726	1783	6	50	1	gold	passed all cutoffs	
SRX6601753	1860196	True	922385342	495.854	3674842	251	251	0	251	251	251	251	2	34.183	5.113	39	36.500	33.500	37	186019294	100.000	783070	35	237.551	22.778	247	250	236	250	18	35.745	3.192	39	37	35	38	0.00	30.91	18.89	19.02	0.00	31.18	5	11	15	0	1	979889	120305	47865	1247	979889	0	33.33	73.33	100.00	0.00	15	1804581	Haemophilus influenzae strain	15	1804581	1707	1759	3	48	1	gold	passed all cutoffs	1
SRX6601754	1860196	True	751700824	404.098	2994824	251	251	0.000	251	251	251	251	2	33.569	5.611	39	35.500	32	37	186019792	100.000	795686	35	233.786	28.365	246	250	230.500	250	18	35.471	3.456	39	37	34.500	37.500	0.00	30.94	19.11	19.17	0.00	30.78	7	20	34	0	4	330365	53334	15487	585	195428	0	18.42	52.63	89.47	0.00	38	2026713	Haemophilus influenzae strain	38	2026713	2025	2078	5	47	1	gold	passed all cutoffs	
SRX6601755	1860196	True	681322432	366.264	2714432	251	251	0	251	251	251	251	2	35.309	4.878	39	37	35	38	186019808	100.000	779106	35	238.760	26.257	249	250	242	250	17.500	36.622	2.920	39	37.500	36	38.500	0.00	30.85	18.66	19.25	0.00	31.24	5	10	14	1	1	1041732	128917	43524	1247	1041732	0	35.71	71.43	100.00	7.14	14	1804844	Haemophilus influenzae strain	14	1804844	1708	1760	3	48	1	gold	passed all cutoffs	1
SRX6601756	1860196	True	663951726	356.926	2645226	251	251	0	251	251	251	251	2	34.961	4.955	39	37	34	38	186019559	100.000	777482	35	239.259	22.804	248.500	250	240.500	250	18.500	36.302	3.052	39	37.500	36	38.500	0.00	31.19	19.22	18.79	0.00	30.80	8	15	18	0	4	352954	94678	51213	515	181465	0	40.00	75.00	90.00	0.00	20	1893567	Haemophilus influenzae strain	20	1893567	1819	1870	3	47	1	gold	passed all cutoffs	
